25	0
26	1
27	1
28	1
29	1
30	1
31	1
32	1
33	1
34	1
35	1
36	1
37	1
38	1
39	1
40	1
41	2
42	2
43	2
44	2
45	2
46	2
47	2
48	2
49	2
50	2
51	2
52	2
53	2
54	2
55	2
56	2
57	2
58	2
59	3
60	3
61	3
62	3
63	3
64	3
65	3
66	3
67	3
68	3
69	3
70	3
71	3
72	3
73	4
74	4
75	4
76	4
77	4
78	4
79	4
80	4
81	4
82	4
83	6
84	6
85	6
86	6
87	6
88	6
89	6
90	6
91	6
92	6
93	7
94	7
95	7
96	7
97	7
98	7
99	7
100	7
101	7
102	7
103	7
104	7
105	8
106	8
107	8
108	8
109	8
110	8
111	8
112	8
113	8
114	8
115	9
116	9
117	9
118	9
119	9
120	9
121	9
122	9
123	9
124	9
125	9
126	10
127	10
128	10
129	10
130	10
131	10
132	10
133	10
134	10
135	11
136	11
137	11
138	11
139	11
140	11
141	11
142	11
143	11
144	12
145	12
146	12
147	12
148	12
149	12
150	12
151	12
152	12
153	12
154	13
155	13
156	13
157	13
158	13
159	13
160	13
161	13
162	14
163	14
164	14
165	14
166	14
167	14
168	14
169	15
170	15
171	15
172	15
173	15
174	15
175	15
176	15
177	15
178	16
179	16
180	16
181	16
182	16
183	16
184	16
185	17
186	17
187	17
188	17
189	17
190	17
191	17
192	18
193	18
194	18
195	18
196	18
197	18
198	18
199	18
200	19
201	19
202	19
203	19
204	19
205	19
206	19
207	20
208	20
209	20
210	20
211	20
212	20
213	21
214	21
215	21
216	21
217	21
218	21
219	21
220	21
221	22
222	22
223	22
224	22
225	22
226	22
227	23
228	23
229	23
230	23
231	23
232	23
233	23
234	23
235	24
236	24
237	24
238	24
239	24
240	24
241	24
242	25
243	25
244	25
245	25
246	25
247	25
248	25
249	25
250	26
251	26
252	26
253	26
254	26
255	26
256	27
257	27
258	27
259	27
260	27
261	28
262	28
263	28
264	28
265	29
266	29
267	29
268	29
269	29
270	29
271	29
272	30
273	30
274	30
275	30
276	30
277	30
278	30
279	31
280	31
281	31
282	31
283	31
284	31
285	32
286	32
287	32
288	32
289	32
290	33
291	33
292	33
293	33
294	33
295	33
296	34
297	34
298	34
299	34
300	34
301	35
302	35
303	35
304	35
305	35
306	36
307	36
308	36
309	36
310	36
311	36
312	37
313	37
314	37
315	37
316	37
317	38
318	38
319	38
320	38
321	38
322	38
323	39
324	39
325	39
326	39
327	39
328	39
329	40
330	40
331	40
332	40
333	41
334	41
335	41
336	41
337	42
338	42
339	43
340	44
341	44
342	44
343	44
344	45
345	45
346	45
347	45
348	45
349	46
350	46
351	46
352	46
353	47
354	47
355	47
356	47
357	48
358	48
359	48
360	49
361	49
362	49
363	49
364	50
365	50
366	50
367	50
368	50
369	50
370	51
371	51
372	51
373	51
374	51
375	52
376	52
377	52
378	52
379	52
380	52
381	53
382	53
383	53
384	54
385	54
386	54
387	54
388	54
389	55
390	55
391	55
392	56
393	56
